myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,trialN,first_butterfly,second_butterfly,Cue,left_flower,top_flower,bottom_flower,right_flower,corr_ans,obj_file,trial_cond,switch_cond,cuedButter,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,trial_type,rep_resp_2.keys,rep_resp_2.rt,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,repeat_task.ran,task_resp_2.keys,task_resp_2.corr,task_resp_2.rt,cont_check.thisRepN,cont_check.thisTrialN,cont_check.thisN,cont_check.thisIndex,cont_check.ran,butterfly,finalmess_resp_3.keys,finalmess_resp_3.rt
1,"[1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,right,1,2.023,1,0,43,43,43,1,44,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,right,stimuli/objects/badger.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,up,1,1.045,1,0,44,44,44,1,45,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,up,stimuli/objects/humanskeleton.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,left,1,0.551,1,0,45,45,45,1,46,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,left,stimuli/objects/fennec.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,left,0,1.026,0,0,46,46,46,1,47,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/acqua_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,right,stimuli/objects/birthdaycandle.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,down,1,1.973,1,0,47,47,47,1,48,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/dryingmachine02.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[],,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,[],,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/chainsaw.jpg,1,1,stimuli/grey_butterfly.png,,,,,,down,1,1.655,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
1,[1],,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/chefshat.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.609,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/ceilingfan01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.96,0,2,2,2,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,right,stimuli/objects/bow.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,1.038,0,3,3,3,1,0,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,right,stimuli/objects/vulture.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,0,1.1,0,4,4,4,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/floortile02.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,1.045,0,5,5,5,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/diploma02.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,1.317,0,6,6,6,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/locker.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,1.858,0,7,7,7,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/gavel.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.891,0,8,8,8,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,up,stimuli/objects/bowtie.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,0.758,0,9,9,9,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/swimsuit.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,2.262,0,10,10,10,1,0,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,down,stimuli/objects/snowboard.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,0,2.165,0,11,11,11,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/sheriffhat.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0.809,0,12,12,12,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/christmastree.jpg,1,1,stimuli/white_butterfly.png,,,,,,left,1,0.829,0,13,13,13,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/pickaxe02.jpg,1,1,stimuli/grey_butterfly.png,,,,,,down,1,1.57,0,14,14,14,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,up,stimuli/objects/dormer.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,1.148,0,15,15,15,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/lilypad.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,1.328,0,16,16,16,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/butterfly4.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.793,0,17,17,17,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/corn02.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,0.939,0,18,18,18,1,0,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/americanwhitepelican.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,0,0.616,0,19,19,19,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,right,stimuli/objects/flamingo.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,1.549,0,20,20,20,1,0,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,up,stimuli/objects/parkfountain.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,0.553,0,21,21,21,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/wheelbarrow01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,0.461,0,22,22,22,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/jeep.jpg,0,1,stimuli/grey_butterfly.png,,,,,,up,0,0.822,0,23,23,23,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,right,stimuli/objects/saxophone.jpg,1,1,stimuli/white_butterfly.png,,,,,,left,0,0.93,0,24,24,24,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/birdnest.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.929,0,25,25,25,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/trampoline.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,0,0.467,0,26,26,26,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/pitchfork.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.48,0,27,27,27,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/baseballbat.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.796,0,28,28,28,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/mattress.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,0,1.512,0,29,29,29,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,left,stimuli/objects/sheep.jpg,0,1,stimuli/white_butterfly.png,,,,,,down,0,0.728,0,30,30,30,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,left,stimuli/objects/smartboard.jpg,0,1,stimuli/grey_butterfly.png,,,,,,right,0,0.951,0,31,31,31,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/athleticsock.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.994,0,32,32,32,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/swordfish.jpg,0,1,stimuli/white_butterfly.png,,,,,,left,0,0.761,0,33,33,33,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/bison.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,1.366,0,34,34,34,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,left,stimuli/objects/masquerademask01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,down,0,1.06,0,35,35,35,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/licenseplate.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0.543,0,36,36,36,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,down,stimuli/objects/pokerchips.jpg,0,1,stimuli/grey_butterfly.png,,,,,,left,0,0.882,0,37,37,37,1,1,,,,,,,,,,,,,,,,,,
0,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/butterfly5.jpg,0,1,stimuli/white_butterfly.png,,,,,,left,0,0.692,0,38,38,38,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,up,stimuli/objects/ducttape.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,1.095,0,39,39,39,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,right,stimuli/objects/well.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,1.35,0,40,40,40,1,1,,,,,,,,,,,,,,,,,,
1,"[1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1]",,,,,,,,,11,2021-01-18_17h54.49.035,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,left,stimuli/objects/blackolive.jpg,1,1,stimuli/white_butterfly.png,,,,,,left,1,0.534,0,41,41,41,1,1,,,,,,,,,,,,,,,,,,
