myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,trialN,first_butterfly,second_butterfly,Cue,left_flower,top_flower,bottom_flower,right_flower,corr_ans,obj_file,trial_cond,switch_cond,cuedButter,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,trial_type,rep_resp_2.keys,rep_resp_2.rt,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,repeat_task.ran,task_resp_2.keys,task_resp_2.corr,task_resp_2.rt,cont_check.thisRepN,cont_check.thisTrialN,cont_check.thisN,cont_check.thisIndex,cont_check.ran,butterfly,finalmess_resp_3.keys,finalmess_resp_3.rt
0,"[0,0,0,0,0,0,0,0,1,1,0,1,0]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,0,,0,0,16,16,16,1,17,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,up,stimuli/objects/toyfiretruck.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,0,0,1,1,0,1,0,0]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,left,1,0.907425,1,0,17,17,17,1,18,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,left,stimuli/objects/butterfly4.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,0,0,1,1,0,1,0,0,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,up,1,0.96497,1,0,18,18,18,1,19,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,up,stimuli/objects/laundrybasket01a.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,right,1,0.90745,1,0,19,19,19,1,20,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,right,stimuli/objects/rollercoaster.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,down,1,1.197595,1,0,20,20,20,1,21,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,down,stimuli/objects/beret01.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,up,1,1.73106,1,0,21,21,21,1,22,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,up,stimuli/objects/bucket02.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,right,1,0.54781,1,0,22,22,22,1,23,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/eyechart.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,left,1,0.547455,1,0,23,23,23,1,24,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,left,stimuli/objects/chocolatechip.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[],,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,[],,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/baseballbat.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,0,0.750635,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
1,[0],,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/americanwhitepelican.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.67835,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/wheelbarrow01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,1.55934,0,2,2,2,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,right,stimuli/objects/pitchfork.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,1.424525,0,3,3,3,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,right,stimuli/objects/ducttape.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.8875,0,4,4,4,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/gavel.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.91326,0,5,5,5,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/trampoline.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,1.249345,0,6,6,6,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/smartboard.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.446105,0,7,7,7,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/pokerchips.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.58302,0,8,8,8,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,up,stimuli/objects/blackolive.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,0.74688,0,9,9,9,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/mattress.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,0.698535,0,10,10,10,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,down,stimuli/objects/diploma02.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,1.208495,0,11,11,11,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/birdnest.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,1.45379,0,12,12,12,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/vulture.jpg,1,1,stimuli/white_butterfly.png,,,,,,left,1,0.78079,0,13,13,13,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/bowtie.jpg,1,1,stimuli/grey_butterfly.png,,,,,,down,1,0.836925,0,14,14,14,1,0,,,,,,,,,,,,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,up,stimuli/objects/swordfish.jpg,1,1,stimuli/grey_butterfly.png,,,,,,down,0,1.37682,0,15,15,15,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/licenseplate.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,1.38011,0,16,16,16,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/butterfly4.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.96882,0,17,17,17,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/pickaxe02.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,1.14696,0,18,18,18,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/flamingo.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,0.551845,0,19,19,19,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1]",,,,,,,,,6,2020-12-21_11h18.39.806,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,right,stimuli/objects/lilypad.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0.56412,0,20,20,20,1,0,,,,,,,,,,,,,,,,,,
